734257	62.25
734258	63.06
734261	63.37
734262	61.47
734263	60.98
734264	58.87
734265	59.09
734268	59.16
734269	57.52
734270	56.83
734271	55.54
734272	54.61
734275	55.48
734276	54.26
734277	56.34
734278	53.98
734279	54.95
734282	53.93
734283	54.56
734284	52.66
734285	50.27
734286	50.87
734290	48.77
734292	50.51
734293	49.02
734296	49.52
734297	50.41
734298	48.93
734299	50.66
734300	51.23
734303	49.99
734304	51.28
734305	50.73
734306	50.28
734307	50.39
734310	49.96
734311	49.58
734312	49.46
734313	49.01
734314	48.27
734317	47.8
734318	47.34
734319	46.22
734320	46.05
734321	46.54
734325	45.12
734326	47.32
734327	47.72
734328	51.21
734331	51.2
734332	52.17
734333	54.55
734334	56.03
734335	56.2
734338	55.79
734339	57.61
734340	57.57
734341	56.66
734342	58.37
734345	57.32
734346	57.36
734347	57.6
734348	57.91
734349	57.84
734352	59.6
734353	59
734354	59.42
734355	61.28
734356	60.6
734359	59.56
734360	58.82
734361	56.77
734362	57.18
734366	57.7
734367	59.16
734368	58.97
734369	57.17
734370	57.73
734373	57.32
734374	55.93
734375	55.86
734376	55.3
734377	56.56
734380	55.9
734382	53.99
734383	54.35
734384	55.79
734388	55.34
734389	55.6
734390	56.64
734391	57.23
734394	57.85
734395	57.99
734396	57.46
734397	57.27
734398	56.23
734401	55.54
734402	54.34
734403	54.22
734404	53.73
734405	55.38
734408	53.07
734411	47.93
734412	48.26
734417	48.65
734418	48.83
734419	50.87
734423	52.25
734424	54.69
734425	54.12
734426	56.78
734429	56.78
734431	57.8
734432	57.9
734433	57.15
734436	58.71
734437	58.98
734438	60.25
734439	58.69
734443	58.91
734444	59.11
734445	59.54
734446	62.82
734447	62.27
734450	62.3
734451	62.77
734452	62.62
734453	63.66
734454	62.15
734457	60.79
734458	59.33
734459	59.25
734460	59.63
734461	59.45
734464	59.9
734466	60.14
734468	59.53
734471	59.36
734472	59.92
734473	61.73
734474	62.35
734475	62.82
734479	61.83
734480	61.27
734481	61
734482	60.95
734485	60.95
734486	60.66
734487	60.52
734488	63
734489	64.6
734492	65.18
