734283	59.13
734284	59.15
734285	62.37
734286	58.15
734290	49.33
734291	51.11
734292	50.52
734293	49.3
734296	47.6
734297	48.52
734298	48.21
734299	52.06
734300	52.56
734303	52.75
734304	55.36
734305	55.34
734306	54.77
734307	55.15
734310	54.99
734311	53.51
734312	54.05
734313	53.48
734314	53.92
734317	52.67
734318	51.67
734319	52.66
734320	53.42
734321	54.52
734325	56.6
734326	60.16
734327	61.67
734328	61.62
734331	61.24
734332	61.7
734333	61.37
734334	61.05
734335	59.3
734338	59.95
734339	61.57
734340	60.68
734341	62.47
734342	63.74
734345	61.82
734346	59.98
734347	61.22
734348	63.12
734349	63.28
734352	64.68
734353	64.43
734354	65.3
734355	64.77
734356	63.91
734359	64.97
734360	63.49
734361	61.48
734362	61.08
734366	62.82
734367	65.06
734368	63.73
734369	62.29
734370	61.63
734373	61.97
734374	62
734375	61.79
734376	61.77
734377	63.94
734380	62.13
734381	61.85
734382	64.79
734383	65.91
734384	66.58
734388	65.22
734389	65.1
734390	65.04
734391	65.89
734394	67.36
734395	66.32
734396	66.43
734397	65.67
734398	65.17
734401	67.59
734402	66.13
734403	65.43
734404	65.06
734405	67.55
734408	66.5
734409	66.99
734410	68.96
734411	68.29
734412	69.4
734415	67.51
734416	69.69
734417	69.7
734418	68.54
734419	70.82
734422	71.19
734423	71.76
734424	72.84
734425	72.04
734426	72.9
734429	71.95
734430	70.34
734431	71.53
734432	72.17
734433	72.3
734436	72.21
734437	72.17
734438	73.27
734439	70.34
734440	72.1
734443	72.3
734444	73.76
734445	74.73
734446	77.41
734447	78.06
734450	78.53
734451	77.25
734452	78.59
734453	79.11
734454	76.71
734457	77.6
734458	76.44
734459	77.43
734460	80.21
734461	82.8
734464	83.07
734465	81.43
734466	84.26
734468	83.5
734471	84.54
734472	84.24
734473	87.15
734474	88.74
734475	88.86
734478	89.12
734479	88.1
734480	87.44
734481	87.22
734482	87.81
734485	87.7
734486	87.35
734487	85.64
734488	88.48
734489	86.44
734492	86.85
734493	87.58
734494	87.28
734495	86.41
734499	86.47
734500	86.64
734501	88.46
734503	88.91
734506	88
734507	86.25
734508	85.91
734509	83.22
734510	86.05
734513	85.96
734514	87.58
734515	88.6
734516	88.83
734517	88.79
734521	88.9
734522	86.84
734523	85.51
734524	86.19
734527	87.4
734529	92.28
734530	92.03
734531	91.84
734534	94
734535	94.54
734536	94.37
734537	95.23
734538	95.06
734541	95
734542	91.79
734544	90.07
734545	89.48
734548	91.55
734549	88.22
734550	91.16
734551	92.24
734552	93.03
734556	90.4
734558	89.5
734559	92.64
734562	94.05
734563	91.86
734564	94.18
734565	96.83
734566	95.74
734569	94.5
734570	93.43
734571	92
734572	88.8
734573	91.17
734576	90.55
734577	90.63
734578	88.11
734579	92.02
734583	94.33
734584	93.99
734585	93.2
734586	93.25
734587	94.75
734590	93.57
734591	95.47
734592	95.77
734593	94.48
734594	48.9
734597	49.61
734598	49.29
734599	47.8
734600	47.48
734601	48.01
734604	47.13
734605	45.25
734606	46
734607	46.15
734608	45.71
734611	45.64
734612	46.05
734613	46.95
734614	47.41
734618	46.89
734619	48.07
734620	46.48
734621	45.96
734622	46.48
734625	46.52
734626	44.82
734627	43.45
734628	42.65
734629	42.04
734632	43
734633	43.71
734634	42.07
734635	41.72
734636	42.27
734639	41.76
734640	41.59
734641	42.01
734642	42.07
734643	42.3
734646	41.34
734647	42.21
734648	43.43
734649	44.27
734650	44.07
734654	44.63
734655	43.26
734656	43.66
734657	43.52
734660	43.52
734661	41.91
734662	41.68
734663	42.31
734664	40.89
734667	40.15
734668	41.49
734669	40.24
734670	40.38
734671	40.03
734674	40.12
734675	41.04
734676	40.78
734677	40.39
734678	39.77
734681	40.37
734682	42.52
734683	44.07
734684	44.79
734685	44.49
734689	45.09
734690	44.92
734691	45.87
734692	45.07
734695	43.98
734696	43.51
734697	43.88
734699	44.19
734702	43.69
734703	45.13
734704	44.57
734705	45.27
734706	46.16
734709	46.23
734710	44.87
734711	44.61
734712	45.95
734713	45.6
734716	45.14
734717	43.73
