734279	67.45
734282	65.96
734283	66.04
734284	66.38
734285	68.48
734286	67.9
734290	66.74
734291	67.92
734292	68.07
734293	65.18
734296	62.08
734297	62.65
734298	62.55
734299	64.07
734300	64.58
734303	64.31
734304	66.62
734305	66.29
734306	66.31
734307	66.9
734310	66.78
734311	65.45
734312	64.89
734313	63.25
734314	63.22
734317	62.26
734318	59.43
734319	58.56
734320	58.5
734321	58.7
734325	58.64
734326	60.22
734327	60.97
734328	60.84
734331	59.87
734332	60.56
734333	61.61
734334	61.47
734335	58.9
734338	58.6
734339	59.21
734340	59.28
734341	61.03
734342	61.29
734345	62.49
734346	61.77
734347	61.8
734348	61.73
734349	61.25
734352	62.91
734353	62.67
734354	63.34
734355	63.77
734356	63.78
734359	64.32
734360	64.09
734361	61.32
734362	60.72
734366	60.42
734367	62.34
734368	62.49
734369	60.62
734370	60.23
734373	59.33
734374	57.87
734375	56.99
734376	56.83
734377	57.37
734380	56.57
734381	55.87
734382	57.78
734383	58.95
734384	59.72
734388	58.49
734389	59.49
734390	59.82
734391	61.13
734394	62.18
734395	61.46
734396	61.27
734397	61.31
734398	62.69
734401	63.63
734402	63.61
734403	62.87
734404	61.98
734405	63.68
734408	63.13
734409	63.27
734410	63.06
734411	62.81
734412	62.46
734415	61.75
734416	63.41
734417	63.64
734418	63.13
734419	63.37
734422	63.13
734423	63.37
734424	64.06
734425	63.17
734426	63.93
734429	64.37
734430	62.96
734431	63.83
734432	64.55
734433	64.5
734436	64.06
734437	64.09
734438	65.42
734439	67.78
734440	68.12
734443	67.86
734444	67.99
734445	67.95
734446	69.17
734450	69.4
734451	69.2
734452	68.21
734453	67.42
734454	66.5
734457	66.55
734458	65.54
734459	65.39
734460	67.05
734461	66.6
734464	66.26
734465	66.48
734466	68.02
734468	67.12
734471	66.31
734472	66.09
734473	67.62
734474	67.8
734475	67.58
734478	67.63
734479	68.73
734480	68.47
734481	68.89
734482	69.56
734485	69.4
734486	69.98
734487	69.35
734488	70.42
734489	70.28
734492	70.01
734493	70.19
734494	70.53
734495	71.02
734499	71.1
734500	71.02
734501	70.83
734503	70.96
734506	69.97
734507	70.29
734508	70.61
734510	71.39
734513	71.18
734514	71.25
734515	71.16
734516	71.78
734517	72.18
734521	72.73
734522	72.67
734523	73.45
734524	72.97
734527	72.74
734529	74.64
734530	76.2
734531	74.13
734534	75.4
734535	76.03
734536	76.08
734537	75.66
734538	75.62
734541	76.44
734542	77.85
734544	77.26
734545	77.45
734548	76.87
734549	77.62
734550	77.05
734551	77.3
734552	78.11
734556	76.22
734558	76.11
734559	75.94
734562	76.12
734563	75.07
734564	75.11
734565	77.66
734566	76.32
734569	75.45
734570	76.56
734571	76.98
734572	75.35
734573	76.13
734576	75.48
734577	74.83
734578	73.75
734579	73.96
734583	75.71
734584	76.04
734585	76.23
734586	76.85
734587	76.51
734590	75.93
734591	76.27
734592	76
734593	76.56
734594	77.42
734597	73.37
734598	74.6
734599	74.74
734600	74.95
734601	74.51
734604	73.75
734605	72.92
734606	71.81
734607	71.46
734608	71.88
734611	70.79
734612	71.06
734613	72.37
734614	72.25
734618	72.14
734619	72.64
734620	72.72
734621	71.55
734622	72.82
734625	73.59
734626	74.31
734627	73.71
734628	73.69
734629	74.44
734632	74.57
734633	74.49
734634	74.74
734635	74.81
734636	74.37
734639	74.24
734640	73.5
734641	74
734642	73.88
734643	73.03
734646	71.39
734647	70.95
734648	70.53
734649	70.2
734650	71.26
734654	74.22
734655	71.8
734656	71.42
734657	70.6
734660	70.6
734661	70.66
734662	70.4
734663	70.49
734664	69.37
734667	69.64
734668	70.44
734669	70.85
734670	71.28
734671	71.67
734674	72.77
734675	73.4
734676	73.36
734677	72.9
734678	72.29
734681	73.26
734682	73.74
734683	73.9
734684	74.52
734685	75.81
734689	74.9
734690	74.63
734691	75.6
734692	74.66
734695	73.74
734696	72.98
734697	72.65
734699	70.36
734702	69.46
734703	69.93
734704	69.94
734705	71.57
734706	70.8
734709	71.15
734710	70.32
734711	68.63
734712	67.75
734713	68.14
734716	67.51
734717	66.16
734718	65.9
734719	63.22
734720	64.44
734723	60.8
734724	60.04
734725	58.38
734726	60.94
734731	62.04
734732	61.88
734733	58.23
734734	57.47
734737	58.2
734738	59.51
734739	61
734740	60
734741	61.28
734744	63.01
734745	63.95
734746	64.08
734747	63.1
734748	60.94
734752	60.3
734753	61.35
734754	60.4
734755	59
734758	58.9
734759	59.12
734760	59.86
734761	61.22
734762	60.6
734765	60.17
734766	59.55
734767	57.27
734768	55.87
734769	55.92
734772	56.85
734773	58.29
734774	58.17
734775	58.18
734776	56.89
734779	55.67
734780	57.11
734781	57.46
734782	57.71
734783	59.55
734786	61.68
734787	61.48
734788	62.52
734789	61.81
734793	60.93
734794	62.64
734795	62.47
734796	63.15
734797	65.32
734800	65.63
734801	65.26
734802	63.89
734803	65.43
734804	65.47
734807	64.19
734808	61.43
734809	61.95
734810	63.63
734811	63.45
734814	64.2
734815	65.13
734816	62.96
734817	63.38
734818	65.72
734821	65.31
734822	65.99
734823	65.02
734824	63.42
734825	63.84
734828	63.07
734829	63.62
734830	60.64
734832	61.13
734835	64.06
734836	63.89
734837	66.06
734838	66.5
734839	65.72
734842	65.65
734843	65.86
734844	65.66
734845	64.15
734846	65.07
734849	64.01
734850	63.5
734851	63.21
734852	63.3
734853	63.2
734856	62.46
734857	64.84
734858	64.78
734859	66.14
734860	66.36
734864	66.56
734865	65.95
734866	66.92
734867	66.41
734870	66.41
734871	68
734872	68.12
734873	67.4
734874	67.62
734877	68.37
734878	69.93
734879	70.09
734880	70.94
734881	70.6
734886	71.62
734887	72.21
734888	72.47
734891	71.74
734892	71.34
734893	71.34
734894	71.57
734895	71.51
734898	69.17
734899	69.16
734900	69.71
734901	69.74
734902	70.51
734905	71.15
734906	71.3
734907	71.59
734908	70.85
734909	70.3
734912	70.12
734913	70.16
734914	70.05
734915	70.42
734916	70.88
734920	71.13
734921	70.4
734922	70.6
734923	72.4
734926	72.49
734927	72.74
734928	73.23
734929	72.93
734930	72.65
734933	72.5
734934	70.85
734935	71.25
734936	72.01
734937	71.78
734940	71.78
734941	73.08
734942	73.1
734944	72.9
734947	72.98
734948	72.34
734949	72.28
734950	72.25
734951	72.78
734954	73.91
734955	73.55
734956	73.12
734957	72.65
734958	73.38
734961	74.09
734962	73.1
734963	72.63
734964	71.8
734968	70.82
734969	69.48
734970	69.35
734971	69.66
734972	68.88
734975	69.2
734976	69.88
734977	69.55
734978	68.93
734979	69.76
734982	69.27
734983	70.06
734984	67.56
734985	67.05
734986	67.58
734989	67.5
734990	67.98
734991	68.24
734992	68.15
734993	67.05
734996	67.42
734997	67.53
734998	66.4
734999	66.54
735000	66.53
735003	66.3
735004	65.73
735005	65.2
735006	63.72
735007	63.34
735010	64.55
735011	64.47
735012	64.61
735014	63.58
735018	64.35
735019	63.83
735020	63.79
735021	62.72
735024	61.96
735025	61.98
735026	63.62
735027	63.69
735028	64.06
735031	63.74
735032	64.13
735033	63.49
735034	64.01
735035	64.86
735038	64.76
735039	65.19
735040	64.65
735041	63.25
735042	63.26
735045	62.22
735046	61.97
735047	63.22
735048	63.16
735049	65.96
735052	66.06
735053	66.17
735055	66.24
735056	65.24
735059	65.05
735060	64.43
735061	63.91
735062	63.52
735063	64.86
735066	64.04
735067	64.69
735068	65.8
